title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
8,25,16160,53,1,8
9,31,2298326,59187,5557,2371
65,24,503545,3480,628,121
10,23,186162,1862,204,26
7,27,6561840,58311,2334,4181
10,28,733324,9291,714,593
6,30,1823933,3436,1322,219
7,23,1001224,27683,2230,2061
8,33,1421954,26321,1994,1851
9,27,5861723,18743,3126,513
12,22,355455,8224,159,558
5,28,1554320,39472,1066,1681
5,22,3674006,86927,7059,10950
6,33,32,3,0,0
7,10,58993,78,36,24
6,23,9021161,157627,4236,18062
7,27,942686,23384,729,4115
5,27,492557,16831,458,918
6,27,854526,33038,698,2452
9,23,463675,6880,236,654
9,18,285661,8497,250,1555
5,29,897904,33784,844,1609
8,27,335066,6148,348,635
11,31,1849702,20900,6178,9770
7,27,7703026,147975,6050,17833
8,32,142727,1244,55,168
11,24,226548,526,120,154
7,24,4929579,102850,2418,12034
7,22,2743622,47101,1812,3531
10,30,784198,4492,657,511
6,25,1436665,40271,1316,3045
8,27,1594869,51314,1662,4176
10,19,1461,99,1,0
8,29,4041668,6970,277,841
10,34,4492448,78405,3442,10788
5,25,2419378,54888,1630,2970
6,28,905742,23606,655,1285
9,25,401327,7736,304,0
5,24,2084951,52364,1859,3248
7,29,2376971,70337,1585,7355
4,24,1519008,79548,1195,5212
9,27,1503846,47684,2116,4303
12,27,359145,15546,149,481
8,29,144710,1909,144,507
8,26,2487812,6912,1288,483
4,27,1632781,153916,1292,41998
8,15,1741078,60334,2438,4020
6,28,4715682,79336,9476,10343
6,25,3625578,85170,2170,9542
9,28,139,3,0,NA
