title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
4,30,3989,177,1,34
13,0,1556,7,0,0
10,8,4412,70,15,0
4,34,2959,35,2,6
10,30,5797312,58027,8381,0
8,25,6863850,148803,17116,12832
12,29,2304751,21714,1399,60
11,34,1591,11,0,2
6,12,2450,17,0,0
8,0,577,16,0,NA
12,25,320598,2081,98,1107
12,32,43608,576,33,14
4,27,852,10,0,0
5,9,386,4,0,0
10,0,4494,106,6,95
13,12,294,2,0,0
8,22,299,5,0,0
5,21,337,13,0,1
7,0,1022,30,0,2
5,10,397,3,0,0
5,6,4805,16,8,NA
10,23,285350,2728,113,45
30,127,2712,NA,NA,1
8,0,559,5,0,NA
6,26,2887,11,2,0
10,26,366,5,0,3
6,22,596,13,1,2
10,24,445836,3516,295,19
12,19,3850,6,0,0
13,27,487,2,0,0
11,11,3049925,29415,1530,318
16,108,671,NA,NA,0
5,19,1795,55,4,1
7,26,11877,90,4,2
10,29,330310,3534,150,60
20,24,2361759,47677,1509,3360
8,28,164,25,0,0
12,23,5037683,71302,1359,1857
4,0,801,6,0,0
2,0,18,1,0,NA
13,24,47,1,0,0
2,0,9,1,1,0
14,26,1507929,7011,1483,6786
5,0,18,2,0,0
71,101,358,59,4,19
13,25,207,1,0,0
59,106,86,2,0,0
6,24,315734,3318,222,416
16,32,70,1,0,0
4,0,1617,19,1,0
19,21,62,0,0,0
4,0,65,1,0,0
5,0,864,10,0,NA
11,28,64,4,0,1
9,15,9,2,0,0
10,133,148,4,1,1
7,26,9,1,0,0
14,27,831,21,1,0
2,0,9,1,0,NA
4,12,6,1,0,0
7,31,158,14,0,1
9,26,36,8,0,2
11,27,854,17,2,0
20,18,6,2,0,0
2,0,49,4,1,NA
12,4,89,21,0,0
5,12,1882,15,1,NA
5,0,13,0,0,0
3,0,3,0,0,NA
14,1,16,1,0,0
10,27,3076,58,3,0
12,23,9198,103,10,0
13,23,13,6,0,1
16,0,3819,46,11,NA
9,32,22,3,0,0
3,6,8,1,0,NA
10,17,0,0,0,0
15,20,3097,229,1,0
5,0,19,2,0,1
5,0,50,2,4,0
10,0,27,4,0,NA
