title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
3,28,39207157,189888,4380,18866
3,9,6712088,20239,495,1068
4,27,7093778,398753,4392,18271
8,17,35008834,159937,2678,10017
12,27,561739,15290,209,1098
9,16,45511666,197267,4344,11378
11,28,3060,22,2,1
2,2,719785,13,1,0
5,19,4648068,55656,886,3180
9,30,244901,1642,136,124
11,23,56597,1633,47,444
9,31,4187786,133990,4016,6798
8,30,90440,5076,64,673
14,6,1869,56,5,7
6,27,20319587,420842,6473,12095
8,22,27814459,156119,2312,8807
6,0,65939924,215274,16385,20021
11,0,9710,49,2,3
3,27,1564952,4314,333,NA
6,0,660172,2325,285,102
17,24,136132,1506,164,46
7,32,6622866,35988,1853,3646
12,27,10613901,500808,7258,18300
4,24,3271677,70714,1698,4843
11,26,1856008,3887,1416,309
12,34,55964,524,10,44
18,29,1908558,2372,930,164
4,26,1497754,78642,377,3012
6,31,85227,4662,86,1156
7,22,45367,280,46,23
13,23,5774821,291275,4318,14367
13,23,10693965,62743,1872,5313
7,28,3141320,36398,2879,5454
9,25,8464385,502557,6415,50990
8,34,22925135,184890,2694,11294
6,21,13500951,398451,13410,22103
3,31,23977422,101537,2068,14568
12,24,4214002,84520,1301,4290
5,16,28367,64,5,40
7,29,232428,4283,214,180
6,25,2225275,28711,384,1456
4,30,27221854,334879,11124,36348
11,18,638036,19473,1341,1563
4,15,22191348,162966,3361,23582
4,23,41940291,784869,7275,14248
13,12,1461628,9296,1040,0
7,32,71337,952,71,235
45,6,911715,2911,40,155
7,31,24609,374,6,49
4,26,17799870,45043,20631,19934
7,27,488874,27218,125,769
4,5,5139128,40898,619,990
21,23,1276046,80422,1660,1416
30,6,488924,2543,33,93
1,1,1542435,2810,968,165
9,23,34812539,210904,6607,8408
3,9,158329,207,11,66
7,26,7192063,59333,1279,5989
4,23,15068567,195968,3905,2702
5,33,39688,647,11,59
6,4,4610800,22254,1187,4457
9,26,40800,5,0,0
10,32,7789827,236939,4813,10216
4,19,34944,3549,21,677
5,28,2618,11,0,0
12,29,193349,6115,134,617
3,21,5891533,61170,1672,3116
3,0,108542,865,389,30
10,29,115044,1974,175,652
3,6,323516,597,12,50
6,26,5643313,32012,1154,2963
3,29,30630,47,0,0
33,6,421184,1320,73,39
39,15,276824,4327,217,329
3,29,32379612,126906,4450,10326
4,27,1267096,3025,568,285
4,20,16509509,285462,7531,23320
5,2,927310,5149,181,223
18,31,92717,8954,60,250
5,27,93420521,784575,58141,82319
6,26,24509007,121693,9355,9952
10,28,3037354,53137,1021,7671
9,25,50202,778,5,NA
8,26,10269778,64631,2028,2455
8,16,23237685,131760,3442,7994
5,22,26356511,125455,2202,20537
7,24,88627444,222855,16601,33287
7,32,14051,22,2,1
12,24,22559,824,20,206
6,33,14079822,96584,2677,9099
7,24,1406206,14,10,5
4,11,73750,1200,51,365
8,32,25448,453,17,37
5,19,37186,423,18,6
2,19,80259362,113837,11161,26308
20,24,21889119,189752,12370,5500
6,33,37181970,228706,8582,16562
6,17,4638571,20276,940,1999
4,21,13774021,179193,2922,2974
4,5,5252404,74040,1016,3758
4,13,311028,489,39,71
8,31,10823,499,13,80
10,28,9142308,66656,1272,3503
4,28,1360533,50370,868,1725
5,19,2271579,38134,490,741
